timestamp;instituicao;dominio_FML;localidade_FML;dominio_INF;localidade_INF;local;entidade;codigo;descricao;mail;TMA;t_maxAtendimento;TME;t_maxEspera;encerrada_normal;encerrada_prioritario;encerrada_rechamada;total;encerrada_desistencia;num_dias;TMA_total_segundos;TME_total_segundos
20231211122716;IRN;AVEIRO;AVEIRO;Aveiro;Aveiro;CRC Aveiro;REGISTOS;H;Registo Civil - Casamento / Divórcio/Separação / Outros processos especiais;--;365;550;767;1386;4;0;0;4;0;1;1460;3068
20231211122716;IRN;AVEIRO;AVEIRO;Aveiro;Aveiro;CRC Aveiro;REGISTOS;I;Registo Civil - Óbito/Espaço Óbito;--;1591;3049;898;1850;6;0;0;6;0;1;9546;5388
20231211122716;IRN;AVEIRO;AVEIRO;Aveiro;Aveiro;CRC Aveiro;REGISTOS;K;Nacionalidade - Cidadão / Particulares;--;144;144;1907;1907;1;0;0;1;0;1;144;1907
20231211122716;IRN;AVEIRO;ESPINHO;Aveiro;Espinho;CRC Espinho;REGISTOS;A;Cartão de Cidadão - Pedido/Renovação;--;18;22;0;0;2;0;0;2;0;1;36;0
20231211122716;IRN;AVEIRO;ESPINHO;Aveiro;Espinho;CRC Espinho;REGISTOS;B;Cartão de Cidadão - Levantamento;--;16;17;0;0;2;0;0;2;0;1;32;0
20231211122716;IRN;AVEIRO;ESPINHO;Aveiro;Espinho;CRC Espinho;REGISTOS;Y;Marcações;--;579;2047;0;0;16;0;0;16;0;1;9264;0
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;A;Cartão de Cidadão - Pedido/Renovação;--;1284;2365;1707;5630;4;2;1;7;5;1;8988;20484
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;B;Cartão de Cidadão - Levantamento;--;268;444;4799;5667;2;0;0;2;2;1;536;19196
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;C;Cartão de Cidadão - Outros;--;363;696;3732;5462;6;0;0;6;0;1;2178;22392
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;D;Passaporte - Pedido;--;1182;1709;3883;5758;2;0;0;2;0;1;2364;7766
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;F;Registo Civil - Certidões / Inf.;--;0;18;5491;5491;0;0;0;0;1;1;0;5491
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;G;Registo Civil - Nascimento;--;3118;3118;488;488;0;1;0;1;0;1;3118;488
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;H;Registo Civil - Casamento / Divórcio/Separação / Outros processos especiais;--;0;24;5494;5494;0;0;0;0;1;1;0;5494
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;K;Nacionalidade - Cidadão / Particulares;--;526;526;4778;5256;1;0;0;1;1;1;526;9556
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;L;Nacionalidade - Profissionais;--;0;16;4471;4471;0;0;0;0;1;1;0;4471
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;M;Registo Predial - Certidões / Inf. ;--;617;1260;2831;4622;4;2;0;6;0;1;3702;16986
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;N;Registo Predial - Pedido;--;1094;1094;3538;3538;1;0;0;1;0;1;1094;3538
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;Q;Registo veículos - Certidões / Inf.;--;466;645;3392;6271;3;1;1;5;0;1;2330;16960
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;R;Registo veículos - Pedido;--;867;2730;2756;4936;5;0;0;5;0;1;4335;13780
20231211122716;IRN;AVEIRO;ESTARREJA;Aveiro;Estarreja;ER Estarreja;REGISTOS;Z; Certificados /Traduções / Procurações/ Reconhecimentos / Fotocópias/ Instrumentos/ Outros;--;0;23;1791;2456;0;0;0;0;4;1;0;7164
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;A;Cartão de Cidadão - Pedido/Renovação;--;890;2129;1291;3014;5;1;0;6;0;1;5340;7746
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;C;Cartão de Cidadão - Outros;--;161;453;1313;1686;3;0;0;3;0;1;483;3939
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;D;Passaporte - Pedido;--;57;194;2320;3752;5;0;0;5;0;1;285;11600
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;E;Passaporte - Levantamento / Inf.;--;82;178;905;2067;3;0;0;3;0;1;246;2715
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;F;Registo Civil - Certidões / Inf.;--;48;74;961;1575;2;1;0;3;0;1;144;2883
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;H;Registo Civil - Casamento / Divórcio/Separação / Outros processos especiais;--;34;37;895;1760;2;0;0;2;0;1;68;1790
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;I;Registo Civil - Óbito/Espaço Óbito;--;343;1252;1399;1908;4;0;0;4;0;1;1372;5596
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;K;Nacionalidade - Cidadão / Particulares;--;54;54;236;236;1;0;0;1;0;1;54;236
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;M;Registo Predial - Certidões / Inf. ;--;685;751;140;366;3;0;0;3;0;1;2055;420
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;N;Registo Predial - Pedido;--;32;46;257;280;3;0;0;3;0;1;96;771
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;Q;Registo veículos - Certidões / Inf.;--;235;477;131;182;3;0;0;3;0;1;705;393
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;R;Registo veículos - Pedido;--;653;854;473;741;2;0;0;2;0;1;1306;946
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;T;Registo Comercial - Certidões / Inf.;--;56;56;339;339;1;0;0;1;0;1;56;339
20231211122716;IRN;AVEIRO;MEALHADA;Aveiro;Mealhada;Registo Mealhada;REGISTOS;Y;Marcações;--;339;762;2847;7920;3;0;0;3;0;1;1017;8541
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;A;Cartão de Cidadão - Pedido/Renovação;--;523;1107;105;365;5;1;0;6;0;1;3138;630
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;B;Cartão de Cidadão - Levantamento;--;378;527;188;407;3;0;0;3;0;1;1134;564
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;C;Cartão de Cidadão - Outros;--;418;718;382;1049;4;0;0;4;0;1;1672;1528
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;D;Passaporte - Pedido;--;415;519;426;651;2;0;0;2;0;1;830;852
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;E;Passaporte - Levantamento / Inf.;--;325;325;235;235;1;0;0;1;0;1;325;235
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;F;Registo Civil - Certidões / Inf.;--;258;500;1019;2482;5;0;0;5;0;1;1290;5095
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;H;Registo Civil - Casamento / Divórcio/Separação / Outros processos especiais;--;371;856;776;1971;5;0;0;5;0;1;1855;3880
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;I;Registo Civil - Óbito/Espaço Óbito;--;312;608;337;607;2;0;0;2;0;1;624;674
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;K;Nacionalidade - Cidadão / Particulares;--;82;211;858;2312;3;0;0;3;0;1;246;2574
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;M;Registo Predial - Certidões / Inf. ;--;215;793;442;1056;12;0;0;12;0;1;2580;5304
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;N;Registo Predial - Pedido;--;512;1301;786;2465;8;0;0;8;0;1;4096;6288
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;Q;Registo veículos - Certidões / Inf.;--;716;716;734;734;1;0;0;1;0;1;716;734
20231211122716;IRN;AVEIRO;OLIVEIRA DE AZEMEIS;Aveiro;Oliveira de Azeméis;CRCPComAut Oliveira de Azeméis;REGISTOS;R;Registo veículos - Pedido;--;224;398;911;1325;4;0;0;4;0;1;896;3644
20231211122716;IRN;AVEIRO;OVAR;Aveiro;Ovar;CRC Ovar;REGISTOS;F;Registo Civil - Certidões / Inf.;--;248;324;0;0;3;0;0;3;0;1;744;0
20231211122716;IRN;AVEIRO;OVAR;Aveiro;Ovar;CRC Ovar;REGISTOS;I;Registo Civil - Óbito/Espaço Óbito;--;747;1340;0;0;10;0;0;10;0;1;7470;0
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;A;Cartão de Cidadão - Pedido/Renovação;--;577;943;570;1460;7;1;0;8;2;1;4616;5700
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;B;Cartão de Cidadão - Levantamento;--;36;65;530;1644;9;1;0;10;0;1;360;5300
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;C;Cartão de Cidadão - Outros;--;108;465;560;1606;12;0;0;12;1;1;1296;7280
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;D;Passaporte - Pedido;--;770;1738;789;1917;8;0;0;8;0;1;6160;6312
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;E;Passaporte - Levantamento / Inf.;--;52;101;756;1450;4;0;0;4;0;1;208;3024
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;F;Registo Civil - Certidões / Inf.;--;604;821;943;3248;5;0;0;5;2;1;3020;6601
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;G;Registo Civil - Nascimento;--;1072;1120;1181;2233;2;0;0;2;0;1;2144;2362
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;H;Registo Civil - Casamento / Divórcio/Separação / Outros processos especiais;--;1220;2584;812;2467;3;0;0;3;1;1;3660;3248
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;I;Registo Civil - Óbito/Espaço Óbito;--;1295;1295;855;1354;1;0;0;1;1;1;1295;1710
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;M;Registo Predial - Certidões / Inf. ;--;754;1882;3642;5155;6;3;3;12;3;1;9048;54630
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;N;Registo Predial - Pedido;--;1421;3760;3652;5733;6;0;1;7;2;1;9947;32868
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;O;Casa Pronta;--;0;5;1017;1017;0;0;0;0;1;1;0;1017
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;Q;Registo veículos - Certidões / Inf.;--;343;637;575;950;5;1;0;6;0;1;2058;3450
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;R;Registo veículos - Pedido;--;318;494;127;282;3;0;0;3;0;1;954;381
20231211122716;IRN;AVEIRO;SANTA MARIA DA FEIRA;Aveiro;Santa Maria da Feira;ER-Santa Maria da Feira;REGISTOS;Y;Marcações;--;593;1261;748;2407;9;0;0;9;0;1;5337;6732
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;A;Cartão de Cidadão - Pedido/Renovação;--;771;771;217;217;1;0;0;1;0;1;771;217
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;B;Cartão de Cidadão - Levantamento;--;18;28;335;602;3;0;0;3;0;1;54;1005
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;C;Cartão de Cidadão - Outros;--;17;31;324;1222;7;0;0;7;0;1;119;2268
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;D;Passaporte - Pedido;--;11;11;747;747;1;0;0;1;0;1;11;747
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;F;Registo Civil - Certidões / Inf.;--;146;215;189;284;2;0;0;2;0;1;292;378
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;G;Registo Civil - Nascimento;--;737;737;278;278;1;0;0;1;0;1;737;278
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;H;Registo Civil - Casamento / Divórcio/Separação / Outros processos especiais;--;142;142;392;392;1;0;0;1;0;1;142;392
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;I;Registo Civil - Óbito/Espaço Óbito;--;1988;1988;92;92;1;0;0;1;0;1;1988;92
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;K;Nacionalidade - Cidadão / Particulares;--;357;357;745;745;1;0;0;1;0;1;357;745
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;M;Registo Predial - Certidões / Inf. ;--;443;1424;1074;1673;9;0;0;9;0;1;3987;9666
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;N;Registo Predial - Pedido;--;592;1126;633;1275;3;0;0;3;0;1;1776;1899
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;O;Casa Pronta;--;15;15;1202;1202;1;0;0;1;0;1;15;1202
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;Q;Registo veículos - Certidões / Inf.;--;468;888;918;2364;6;0;0;6;0;1;2808;5508
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;R;Registo veículos - Pedido;--;513;631;1255;1806;4;0;0;4;0;1;2052;5020
20231211122716;IRN;AVEIRO;VAGOS;Aveiro;Vagos;CRCPCom Vagos;REGISTOS;T;Registo Comercial - Certidões / Inf.;--;439;439;127;127;1;0;0;1;0;1;439;127
20231211122716;IRN;BEJA;BEJA;Beja;Beja;Espaço de Registos de Beja;REGISTOS;Y;Marcações;--;481;2470;0;0;15;0;0;15;0;1;7215;0
20231211122716;IRN;BEJA;CUBA;Beja;Cuba;CRCPNCom Cuba;REGISTOS;B;Cartão de Cidadão - Levantamento;--;114;114;0;0;1;0;0;1;0;1;114;0
20231211122716;IRN;BEJA;CUBA;Beja;Cuba;CRCPNCom Cuba;REGISTOS;C;Cartão de Cidadão - Outros;--;341;549;0;0;2;0;0;2;0;1;682;0
20231211122716;IRN;BEJA;CUBA;Beja;Cuba;CRCPNCom Cuba;REGISTOS;M;Registo Predial - Certidões / Inf. ;--;70;70;0;0;1;0;0;1;0;1;70;0
20231211122716;IRN;BEJA;CUBA;Beja;Cuba;CRCPNCom Cuba;REGISTOS;R;Registo veículos - Pedido;--;1497;1497;0;0;1;0;0;1;0;1;1497;0
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;A;Cartão de Cidadão - Pedido/Renovação;--;166;604;450;1487;5;0;0;5;0;1;830;2250
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;B;Cartão de Cidadão - Levantamento;--;232;232;146;146;1;0;0;1;0;1;232;146
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;C;Cartão de Cidadão - Outros;--;606;884;270;407;2;0;0;2;0;1;1212;540
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;D;Passaporte - Pedido;--;487;487;333;333;1;0;0;1;0;1;487;333
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;F;Registo Civil - Certidões / Inf.;--;37;37;572;572;1;0;0;1;0;1;37;572
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;G;Registo Civil - Nascimento;--;21;32;1636;1799;2;0;0;2;0;1;42;3272
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;H;Registo Civil - Casamento / Divórcio/Separação / Outros processos especiais;--;351;351;296;296;1;0;0;1;0;1;351;296
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;I;Registo Civil - Óbito/Espaço Óbito;--;214;401;380;588;3;1;0;4;0;1;856;1520
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;M;Registo Predial - Certidões / Inf. ;--;333;840;220;656;5;0;0;5;0;1;1665;1100
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;N;Registo Predial - Pedido;--;428;428;1082;1082;1;0;0;1;0;1;428;1082
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;Q;Registo veículos - Certidões / Inf.;--;127;164;822;1849;2;0;0;2;2;1;254;3288
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;R;Registo veículos - Pedido;--;30;39;1334;2611;2;0;0;2;0;1;60;2668
20231211122716;IRN;BEJA;MOURA;Beja;Moura;CRCPComAut Moura;REGISTOS;Y;Marcações;--;0;7;0;0;0;0;0;0;1;1;0;0
20231211122716;IRN;BEJA;OURIQUE;Beja;Ourique;CRCPCom Ourique;REGISTOS;C;Cartão de Cidadão - Outros;--;20;20;0;0;1;0;0;1;0;1;20;0
20231211122716;IRN;BEJA;OURIQUE;Beja;Ourique;CRCPCom Ourique;REGISTOS;D;Passaporte - Pedido;--;8;8;0;0;1;0;0;1;0;1;8;0
